IUCN,SPEC,COU,Value
THREAT_PERCENT,VASCULAR_PLANT,AUS,6.58
THREAT_PERCENT,FISH_TOT,AUS,0.923
TOT_KNOWN,FISH_TOT,AUT,84
TOT_KNOWN,FRESHW_F,AUT,84
TOT_KNOWN_IND,FISH_TOT,AUT,84
TOT_KNOWN_IND,FRESHW_F,AUT,84
ENDANGERED,FISH_TOT,AUT,18
ENDANGERED,FRESHW_F,AUT,18
CRITICAL,FISH_TOT,AUT,6
CRITICAL,FRESHW_F,AUT,6
VULNERABLE,FISH_TOT,AUT,15
VULNERABLE,FRESHW_F,AUT,15
THREATENED,FISH_TOT,AUT,39
THREATENED,FRESHW_F,AUT,39
ENDANGERED_IND,FISH_TOT,AUT,18
ENDANGERED_IND,FRESHW_F,AUT,18
CRITICAL_IND,FISH_TOT,AUT,6
CRITICAL_IND,FRESHW_F,AUT,6
VULNERABLE_IND,FISH_TOT,AUT,15
VULNERABLE_IND,FRESHW_F,AUT,15
THREATENED_IND,MAMMAL,AUT,27
THREATENED_IND,BIRD,AUT,66
THREATENED_IND,REPTILE,AUT,9
THREATENED_IND,AMPHIBIAN,AUT,12
THREATENED_IND,VASCULAR_PLANT,AUT,985
THREATENED_IND,FISH_TOT,AUT,39
THREATENED_IND,FRESHW_F,AUT,39
THREAT_PERCENT,MAMMAL,AUT,26.733
THREAT_PERCENT,BIRD,AUT,27.273
THREAT_PERCENT,REPTILE,AUT,64.286
THREAT_PERCENT,AMPHIBIAN,AUT,60
THREAT_PERCENT,VASCULAR_PLANT,AUT,33.39
THREAT_PERCENT,FISH_TOT,AUT,46.429
THREAT_PERCENT,FRESHW_F,AUT,46.429
IND_PERCENT,MAMMAL,AUT,26.733
IND_PERCENT,BIRD,AUT,27.273
IND_PERCENT,REPTILE,AUT,64.286
IND_PERCENT,AMPHIBIAN,AUT,60
IND_PERCENT,VASCULAR_PLANT,AUT,33.39
IND_PERCENT,FISH_TOT,AUT,46.429
IND_PERCENT,FRESHW_F,AUT,46.429
TOT_KNOWN,FISH_TOT,BEL,142
TOT_KNOWN,MARINE_F,BEL,99
TOT_KNOWN,FRESHW_F,BEL,43
TOT_KNOWN_IND,FISH_TOT,BEL,123
TOT_KNOWN_IND,MARINE_F,BEL,99
TOT_KNOWN_IND,FRESHW_F,BEL,24
ENDANGERED,FISH_TOT,BEL,4
ENDANGERED,MARINE_F,BEL,3
ENDANGERED,FRESHW_F,BEL,1
CRITICAL,FISH_TOT,BEL,3
CRITICAL,MARINE_F,BEL,2
CRITICAL,FRESHW_F,BEL,1
VULNERABLE,FISH_TOT,BEL,22
VULNERABLE,MARINE_F,BEL,9
VULNERABLE,FRESHW_F,BEL,13
THREATENED,FISH_TOT,BEL,29
THREATENED,MARINE_F,BEL,14
THREATENED,FRESHW_F,BEL,15
ENDANGERED_IND,FISH_TOT,BEL,4
ENDANGERED_IND,MARINE_F,BEL,3
ENDANGERED_IND,FRESHW_F,BEL,1
CRITICAL_IND,FISH_TOT,BEL,3
CRITICAL_IND,MARINE_F,BEL,2
CRITICAL_IND,FRESHW_F,BEL,1
VULNERABLE_IND,FISH_TOT,BEL,22
VULNERABLE_IND,MARINE_F,BEL,9
VULNERABLE_IND,FRESHW_F,BEL,13
THREATENED_IND,MAMMAL,BEL,18
THREATENED_IND,BIRD,BEL,55
THREATENED_IND,REPTILE,BEL,4
THREATENED_IND,AMPHIBIAN,BEL,6
THREATENED_IND,VASCULAR_PLANT,BEL,423
THREATENED_IND,FISH_TOT,BEL,29
THREATENED_IND,MARINE_F,BEL,14
THREATENED_IND,FRESHW_F,BEL,15
THREAT_PERCENT,MAMMAL,BEL,21.429
THREAT_PERCENT,BIRD,BEL,27.778
THREAT_PERCENT,REPTILE,BEL,40
THREAT_PERCENT,AMPHIBIAN,BEL,31.579
THREAT_PERCENT,VASCULAR_PLANT,BEL,23.267
THREAT_PERCENT,FISH_TOT,BEL,20.423
THREAT_PERCENT,MARINE_F,BEL,14.141
THREAT_PERCENT,FRESHW_F,BEL,34.884
IND_PERCENT,MAMMAL,BEL,27.692
IND_PERCENT,BIRD,BEL,30.899
IND_PERCENT,REPTILE,BEL,57.143
IND_PERCENT,AMPHIBIAN,BEL,37.5
IND_PERCENT,VASCULAR_PLANT,BEL,29.416
IND_PERCENT,FISH_TOT,BEL,23.577
IND_PERCENT,MARINE_F,BEL,14.141
IND_PERCENT,FRESHW_F,BEL,62.5
TOT_KNOWN,FISH_TOT,CAN,1376
TOT_KNOWN,MARINE_F,CAN,1211
TOT_KNOWN,FRESHW_F,CAN,165
TOT_KNOWN_IND,FISH_TOT,CAN,1361
TOT_KNOWN_IND,MARINE_F,CAN,1211
TOT_KNOWN_IND,FRESHW_F,CAN,150
ENDANGERED,FISH_TOT,CAN,25
ENDANGERED,MARINE_F,CAN,11
ENDANGERED,FRESHW_F,CAN,14
CRITICAL,MAMMAL,CAN,11
CRITICAL,BIRD,CAN,26
CRITICAL,REPTILE,CAN,5
CRITICAL,AMPHIBIAN,CAN,2
CRITICAL,VASCULAR_PLANT,CAN,315
CRITICAL,FISH_TOT,CAN,9
CRITICAL,MARINE_F,CAN,3
CRITICAL,FRESHW_F,CAN,6
VULNERABLE,FISH_TOT,CAN,54
VULNERABLE,MARINE_F,CAN,38
VULNERABLE,FRESHW_F,CAN,16
THREATENED,FISH_TOT,CAN,88
THREATENED,MARINE_F,CAN,52
THREATENED,FRESHW_F,CAN,36
ENDANGERED_IND,FISH_TOT,CAN,25
ENDANGERED_IND,MARINE_F,CAN,11
ENDANGERED_IND,FRESHW_F,CAN,14
CRITICAL_IND,MAMMAL,CAN,11
CRITICAL_IND,BIRD,CAN,26
CRITICAL_IND,REPTILE,CAN,5
CRITICAL_IND,AMPHIBIAN,CAN,2
CRITICAL_IND,VASCULAR_PLANT,CAN,315
CRITICAL_IND,FISH_TOT,CAN,9
CRITICAL_IND,MARINE_F,CAN,3
CRITICAL_IND,FRESHW_F,CAN,6
VULNERABLE_IND,FISH_TOT,CAN,54
VULNERABLE_IND,MARINE_F,CAN,38
VULNERABLE_IND,FRESHW_F,CAN,16
THREATENED_IND,MAMMAL,CAN,52
THREATENED_IND,BIRD,CAN,88
THREATENED_IND,REPTILE,CAN,26
THREATENED_IND,AMPHIBIAN,CAN,16
THREATENED_IND,VASCULAR_PLANT,CAN,1107
THREATENED_IND,FISH_TOT,CAN,88
THREATENED_IND,MARINE_F,CAN,52
THREATENED_IND,FRESHW_F,CAN,36
THREAT_PERCENT,MAMMAL,CAN,23.529
THREAT_PERCENT,BIRD,CAN,13.056
THREAT_PERCENT,REPTILE,CAN,57.778
THREAT_PERCENT,AMPHIBIAN,CAN,34.043
THREAT_PERCENT,VASCULAR_PLANT,CAN,21.35
THREAT_PERCENT,FISH_TOT,CAN,6.395
THREAT_PERCENT,MARINE_F,CAN,4.294
THREAT_PERCENT,FRESHW_F,CAN,21.818
IND_PERCENT,MAMMAL,CAN,24.88
IND_PERCENT,BIRD,CAN,13.253
IND_PERCENT,REPTILE,CAN,60.465
IND_PERCENT,AMPHIBIAN,CAN,34.043
IND_PERCENT,VASCULAR_PLANT,CAN,28.605
IND_PERCENT,FISH_TOT,CAN,6.466
IND_PERCENT,MARINE_F,CAN,4.294
IND_PERCENT,FRESHW_F,CAN,24
TOT_KNOWN,FISH_TOT,CZE,65
TOT_KNOWN,FRESHW_F,CZE,65
TOT_KNOWN_IND,FISH_TOT,CZE,52
TOT_KNOWN_IND,FRESHW_F,CZE,52
ENDANGERED,FISH_TOT,CZE,2
ENDANGERED,FRESHW_F,CZE,2
CRITICAL,FISH_TOT,CZE,15
CRITICAL,FRESHW_F,CZE,15
VULNERABLE,FISH_TOT,CZE,8
VULNERABLE,FRESHW_F,CZE,8
THREATENED,FISH_TOT,CZE,25
THREATENED,FRESHW_F,CZE,25
THREAT_PERCENT,MAMMAL,CZE,16.484
THREAT_PERCENT,BIRD,CZE,47.143
THREAT_PERCENT,REPTILE,CZE,53.846
THREAT_PERCENT,AMPHIBIAN,CZE,72.727
THREAT_PERCENT,VASCULAR_PLANT,CZE,25.527
THREAT_PERCENT,FISH_TOT,CZE,38.462
THREAT_PERCENT,FRESHW_F,CZE,38.462
TOT_KNOWN,FRESHW_F,DNK,55
TOT_KNOWN_IND,FRESHW_F,DNK,36
CRITICAL,FRESHW_F,DNK,2
VULNERABLE,FRESHW_F,DNK,6
THREATENED,FRESHW_F,DNK,8
CRITICAL_IND,FRESHW_F,DNK,2
VULNERABLE_IND,FRESHW_F,DNK,6
THREATENED_IND,MAMMAL,DNK,11
THREATENED_IND,BIRD,DNK,34
THREATENED_IND,AMPHIBIAN,DNK,1
THREATENED_IND,VASCULAR_PLANT,DNK,117
THREATENED_IND,FRESHW_F,DNK,8
THREAT_PERCENT,MAMMAL,DNK,16.418
THREAT_PERCENT,BIRD,DNK,16.268
THREAT_PERCENT,AMPHIBIAN,DNK,6.667
THREAT_PERCENT,VASCULAR_PLANT,DNK,4.022
THREAT_PERCENT,FRESHW_F,DNK,14.545
IND_PERCENT,MAMMAL,DNK,18.966
IND_PERCENT,BIRD,DNK,16.268
IND_PERCENT,AMPHIBIAN,DNK,6.667
IND_PERCENT,VASCULAR_PLANT,DNK,9.75
IND_PERCENT,FRESHW_F,DNK,22.222
TOT_KNOWN,FRESHW_F,FIN,69
TOT_KNOWN_IND,FRESHW_F,FIN,69
ENDANGERED,FRESHW_F,FIN,3
CRITICAL,FRESHW_F,FIN,4
VULNERABLE,FRESHW_F,FIN,5
THREATENED,FRESHW_F,FIN,12
ENDANGERED_IND,FRESHW_F,FIN,3
CRITICAL_IND,FRESHW_F,FIN,4
VULNERABLE_IND,FRESHW_F,FIN,5
THREATENED_IND,MAMMAL,FIN,7
THREATENED_IND,BIRD,FIN,87
THREATENED_IND,REPTILE,FIN,1
THREATENED_IND,AMPHIBIAN,FIN,1
THREATENED_IND,VASCULAR_PLANT,FIN,197
THREATENED_IND,FRESHW_F,FIN,12
THREAT_PERCENT,MAMMAL,FIN,9.333
THREAT_PERCENT,BIRD,FIN,35.081
THREAT_PERCENT,REPTILE,FIN,20
THREAT_PERCENT,AMPHIBIAN,FIN,14.286
THREAT_PERCENT,VASCULAR_PLANT,FIN,15.887
THREAT_PERCENT,FRESHW_F,FIN,17.391
IND_PERCENT,MAMMAL,FIN,10.448
IND_PERCENT,BIRD,FIN,35.51
IND_PERCENT,REPTILE,FIN,20
IND_PERCENT,AMPHIBIAN,FIN,14.286
IND_PERCENT,VASCULAR_PLANT,FIN,21.413
IND_PERCENT,FRESHW_F,FIN,17.391
TOT_KNOWN,FRESHW_F,FRA,69
ENDANGERED,FRESHW_F,FRA,2
CRITICAL,FRESHW_F,FRA,4
VULNERABLE,FRESHW_F,FRA,9
THREATENED,FRESHW_F,FRA,15
CRITICAL_IND,BIRD,FRA,16
THREATENED_IND,BIRD,FRA,92
THREAT_PERCENT,MAMMAL,FRA,13.6
THREAT_PERCENT,BIRD,FRA,27.366
THREAT_PERCENT,REPTILE,FRA,23.684
THREAT_PERCENT,AMPHIBIAN,FRA,22.857
THREAT_PERCENT,FRESHW_F,FRA,21.739
IND_PERCENT,BIRD,FRA,32.394
TOT_KNOWN,FRESHW_F,DEU,93
TOT_KNOWN_IND,FRESHW_F,DEU,79
ENDANGERED,FRESHW_F,DEU,9
CRITICAL,FRESHW_F,DEU,8
VULNERABLE,FRESHW_F,DEU,11
THREATENED,FRESHW_F,DEU,28
ENDANGERED_IND,FRESHW_F,DEU,9
CRITICAL_IND,FRESHW_F,DEU,8
VULNERABLE_IND,FRESHW_F,DEU,11
THREATENED_IND,MAMMAL,DEU,32
THREATENED_IND,BIRD,DEU,94
THREATENED_IND,REPTILE,DEU,8
THREATENED_IND,AMPHIBIAN,DEU,8
THREATENED_IND,VASCULAR_PLANT,DEU,896
THREATENED_IND,FRESHW_F,DEU,28
THREAT_PERCENT,MAMMAL,DEU,34.409
THREAT_PERCENT,BIRD,DEU,35.606
THREAT_PERCENT,REPTILE,DEU,61.538
THREAT_PERCENT,AMPHIBIAN,DEU,36.364
THREAT_PERCENT,VASCULAR_PLANT,DEU,27.384
THREAT_PERCENT,FRESHW_F,DEU,30.108
IND_PERCENT,MAMMAL,DEU,37.647
IND_PERCENT,BIRD,DEU,38.525
IND_PERCENT,REPTILE,DEU,61.538
IND_PERCENT,AMPHIBIAN,DEU,40
IND_PERCENT,VASCULAR_PLANT,DEU,30.332
IND_PERCENT,FRESHW_F,DEU,35.443
TOT_KNOWN,FISH_TOT,GRC,665
TOT_KNOWN,MARINE_F,GRC,511
TOT_KNOWN,FRESHW_F,GRC,154
TOT_KNOWN_IND,FISH_TOT,GRC,601
TOT_KNOWN_IND,MARINE_F,GRC,469
TOT_KNOWN_IND,FRESHW_F,GRC,125
ENDANGERED,FISH_TOT,GRC,16
ENDANGERED,MARINE_F,GRC,4
ENDANGERED,FRESHW_F,GRC,12
CRITICAL,FISH_TOT,GRC,19
CRITICAL,MARINE_F,GRC,5
CRITICAL,FRESHW_F,GRC,14
VULNERABLE,FISH_TOT,GRC,28
VULNERABLE,MARINE_F,GRC,5
VULNERABLE,FRESHW_F,GRC,23
THREATENED,FISH_TOT,GRC,63
THREATENED,MARINE_F,GRC,14
THREATENED,FRESHW_F,GRC,49
ENDANGERED_IND,FISH_TOT,GRC,16
ENDANGERED_IND,MARINE_F,GRC,4
ENDANGERED_IND,FRESHW_F,GRC,12
CRITICAL_IND,FISH_TOT,GRC,19
CRITICAL_IND,MARINE_F,GRC,5
CRITICAL_IND,FRESHW_F,GRC,14
VULNERABLE_IND,FISH_TOT,GRC,28
VULNERABLE_IND,MARINE_F,GRC,5
VULNERABLE_IND,FRESHW_F,GRC,23
THREATENED_IND,MAMMAL,GRC,29
THREATENED_IND,BIRD,GRC,62
THREATENED_IND,REPTILE,GRC,9
THREATENED_IND,AMPHIBIAN,GRC,6
THREATENED_IND,FISH_TOT,GRC,63
THREATENED_IND,MARINE_F,GRC,14
THREATENED_IND,FRESHW_F,GRC,49
THREAT_PERCENT,MAMMAL,GRC,25.217
THREAT_PERCENT,BIRD,GRC,14.091
THREAT_PERCENT,REPTILE,GRC,13.636
THREAT_PERCENT,AMPHIBIAN,GRC,26.087
THREAT_PERCENT,VASCULAR_PLANT,GRC,4.359
THREAT_PERCENT,FISH_TOT,GRC,9.474
THREAT_PERCENT,MARINE_F,GRC,2.74
THREAT_PERCENT,FRESHW_F,GRC,31.818
IND_PERCENT,MAMMAL,GRC,25.664
IND_PERCENT,BIRD,GRC,17.664
IND_PERCENT,REPTILE,GRC,14.063
IND_PERCENT,AMPHIBIAN,GRC,27.273
IND_PERCENT,FISH_TOT,GRC,10.483
IND_PERCENT,MARINE_F,GRC,2.985
IND_PERCENT,FRESHW_F,GRC,39.2
TOT_KNOWN,FISH_TOT,HUN,81
TOT_KNOWN,FRESHW_F,HUN,81
TOT_KNOWN_IND,FISH_TOT,HUN,52
TOT_KNOWN_IND,FRESHW_F,HUN,52
THREATENED,FISH_TOT,HUN,35
THREATENED,FRESHW_F,HUN,35
THREATENED_IND,MAMMAL,HUN,14
THREATENED_IND,BIRD,HUN,78
THREATENED_IND,REPTILE,HUN,4
THREATENED_IND,AMPHIBIAN,HUN,2
THREATENED_IND,VASCULAR_PLANT,HUN,382
THREAT_PERCENT,MAMMAL,HUN,16.092
THREAT_PERCENT,BIRD,HUN,17.931
THREAT_PERCENT,REPTILE,HUN,26.667
THREAT_PERCENT,AMPHIBIAN,HUN,11.111
THREAT_PERCENT,VASCULAR_PLANT,HUN,14.039
THREAT_PERCENT,FISH_TOT,HUN,43.21
THREAT_PERCENT,FRESHW_F,HUN,43.21
IND_PERCENT,MAMMAL,HUN,18.421
IND_PERCENT,BIRD,HUN,18.571
IND_PERCENT,REPTILE,HUN,26.667
IND_PERCENT,AMPHIBIAN,HUN,11.111
IND_PERCENT,VASCULAR_PLANT,HUN,15.701
TOT_KNOWN,FRESHW_F,ISL,5
THREAT_PERCENT,BIRD,ISL,44
THREAT_PERCENT,VASCULAR_PLANT,ISL,11.872
TOT_KNOWN,FISH_TOT,IRL,404
TOT_KNOWN,MARINE_F,IRL,376
TOT_KNOWN,FRESHW_F,IRL,28
TOT_KNOWN_IND,FISH_TOT,IRL,391
TOT_KNOWN_IND,MARINE_F,IRL,376
TOT_KNOWN_IND,FRESHW_F,IRL,15
CRITICAL,FRESHW_F,IRL,1
VULNERABLE,FRESHW_F,IRL,4
THREATENED,FRESHW_F,IRL,5
CRITICAL_IND,FRESHW_F,IRL,1
VULNERABLE_IND,FRESHW_F,IRL,4
THREATENED_IND,REPTILE,IRL,0
THREATENED_IND,AMPHIBIAN,IRL,1
THREATENED_IND,VASCULAR_PLANT,IRL,101
THREATENED_IND,FRESHW_F,IRL,5
THREAT_PERCENT,MAMMAL,IRL,1.754
THREAT_PERCENT,BIRD,IRL,26.569
THREAT_PERCENT,REPTILE,IRL,0
THREAT_PERCENT,AMPHIBIAN,IRL,33.333
THREAT_PERCENT,VASCULAR_PLANT,IRL,9.619
THREAT_PERCENT,FRESHW_F,IRL,17.857
IND_PERCENT,REPTILE,IRL,0
IND_PERCENT,AMPHIBIAN,IRL,33.333
IND_PERCENT,VASCULAR_PLANT,IRL,9.619
IND_PERCENT,FRESHW_F,IRL,33.333
TOT_KNOWN,FISH_TOT,ITA,641
TOT_KNOWN,MARINE_F,ITA,544
TOT_KNOWN,FRESHW_F,ITA,97
ENDANGERED,FRESHW_F,ITA,6
CRITICAL,FRESHW_F,ITA,11
VULNERABLE,FRESHW_F,ITA,8
THREATENED,FRESHW_F,ITA,25
THREAT_PERCENT,MAMMAL,ITA,18.254
THREAT_PERCENT,BIRD,ITA,27.715
THREAT_PERCENT,REPTILE,ITA,19.643
THREAT_PERCENT,AMPHIBIAN,ITA,31.818
THREAT_PERCENT,VASCULAR_PLANT,ITA,6.748
THREAT_PERCENT,FRESHW_F,ITA,25.773
TOT_KNOWN,FRESHW_F,JPN,400
ENDANGERED,FRESHW_F,JPN,54
CRITICAL,FRESHW_F,JPN,71
VULNERABLE,FRESHW_F,JPN,44
THREATENED,FRESHW_F,JPN,169
THREAT_PERCENT,MAMMAL,JPN,20.625
THREAT_PERCENT,BIRD,JPN,13.857
THREAT_PERCENT,REPTILE,JPN,37
THREAT_PERCENT,AMPHIBIAN,JPN,37.662
THREAT_PERCENT,VASCULAR_PLANT,JPN,25.514
THREAT_PERCENT,FRESHW_F,JPN,42.25
TOT_KNOWN,FISH_TOT,KOR,1280
ENDANGERED,FISH_TOT,KOR,13
ENDANGERED,FRESHW_F,KOR,13
CRITICAL,FISH_TOT,KOR,4
CRITICAL,FRESHW_F,KOR,4
VULNERABLE,FISH_TOT,KOR,9
VULNERABLE,FRESHW_F,KOR,9
THREATENED,FISH_TOT,KOR,26
THREATENED,FRESHW_F,KOR,26
THREAT_PERCENT,MAMMAL,KOR,11.2
THREAT_PERCENT,BIRD,KOR,10.436
THREAT_PERCENT,REPTILE,KOR,15.625
THREAT_PERCENT,AMPHIBIAN,KOR,25
THREAT_PERCENT,VASCULAR_PLANT,KOR,4.958
THREAT_PERCENT,FISH_TOT,KOR,2.031
TOT_KNOWN,FISH_TOT,LUX,43
TOT_KNOWN,FRESHW_F,LUX,43
TOT_KNOWN_IND,FISH_TOT,LUX,27
TOT_KNOWN_IND,FRESHW_F,LUX,27
ENDANGERED,FISH_TOT,LUX,1
ENDANGERED,FRESHW_F,LUX,1
CRITICAL,FISH_TOT,LUX,3
CRITICAL,FRESHW_F,LUX,3
VULNERABLE,FISH_TOT,LUX,8
VULNERABLE,FRESHW_F,LUX,8
THREATENED,FISH_TOT,LUX,12
THREATENED,FRESHW_F,LUX,12
ENDANGERED_IND,FISH_TOT,LUX,1
ENDANGERED_IND,FRESHW_F,LUX,1
CRITICAL_IND,FISH_TOT,LUX,3
CRITICAL_IND,FRESHW_F,LUX,3
VULNERABLE_IND,FISH_TOT,LUX,8
VULNERABLE_IND,FRESHW_F,LUX,8
THREATENED_IND,VASCULAR_PLANT,LUX,354
THREATENED_IND,FISH_TOT,LUX,12
THREATENED_IND,FRESHW_F,LUX,12
THREAT_PERCENT,BIRD,LUX,19.084
THREAT_PERCENT,REPTILE,LUX,33.333
THREAT_PERCENT,AMPHIBIAN,LUX,28.571
THREAT_PERCENT,VASCULAR_PLANT,LUX,26.757
THREAT_PERCENT,FISH_TOT,LUX,27.907
THREAT_PERCENT,FRESHW_F,LUX,27.907
IND_PERCENT,VASCULAR_PLANT,LUX,29.378
IND_PERCENT,FISH_TOT,LUX,44.444
IND_PERCENT,FRESHW_F,LUX,44.444
TOT_KNOWN,FISH_TOT,MEX,2763
ENDANGERED,FISH_TOT,MEX,81
CRITICAL,FISH_TOT,MEX,13
VULNERABLE,FISH_TOT,MEX,80
THREATENED,FISH_TOT,MEX,174
ENDANGERED_IND,FISH_TOT,MEX,74
CRITICAL_IND,FISH_TOT,MEX,8
VULNERABLE_IND,FISH_TOT,MEX,62
THREATENED_IND,MAMMAL,MEX,84
THREATENED_IND,BIRD,MEX,82
THREATENED_IND,REPTILE,MEX,109
THREATENED_IND,AMPHIBIAN,MEX,43
THREATENED_IND,VASCULAR_PLANT,MEX,275
THREATENED_IND,FISH_TOT,MEX,144
THREAT_PERCENT,MAMMAL,MEX,26.773
THREAT_PERCENT,BIRD,MEX,20.748
THREAT_PERCENT,REPTILE,MEX,18.172
THREAT_PERCENT,AMPHIBIAN,MEX,12.782
THREAT_PERCENT,VASCULAR_PLANT,MEX,2.189
THREAT_PERCENT,FISH_TOT,MEX,6.298
IND_PERCENT,MAMMAL,MEX,51.852
IND_PERCENT,BIRD,MEX,42.268
IND_PERCENT,REPTILE,MEX,21.415
IND_PERCENT,AMPHIBIAN,MEX,16.667
IND_PERCENT,VASCULAR_PLANT,MEX,2.381
TOT_KNOWN,FISH_TOT,NLD,97
TOT_KNOWN,MARINE_F,NLD,57
TOT_KNOWN,FRESHW_F,NLD,40
TOT_KNOWN_IND,AMPHIBIAN,NLD,16
TOT_KNOWN_IND,FISH_TOT,NLD,97
TOT_KNOWN_IND,MARINE_F,NLD,57
TOT_KNOWN_IND,FRESHW_F,NLD,40
ENDANGERED,FISH_TOT,NLD,5
ENDANGERED,MARINE_F,NLD,3
ENDANGERED,FRESHW_F,NLD,2
CRITICAL,FISH_TOT,NLD,4
CRITICAL,MARINE_F,NLD,3
CRITICAL,FRESHW_F,NLD,1
VULNERABLE,FISH_TOT,NLD,14
VULNERABLE,MARINE_F,NLD,4
VULNERABLE,FRESHW_F,NLD,10
THREATENED,FISH_TOT,NLD,23
THREATENED,MARINE_F,NLD,10
THREATENED,FRESHW_F,NLD,13
ENDANGERED_IND,FISH_TOT,NLD,5
ENDANGERED_IND,MARINE_F,NLD,3
ENDANGERED_IND,FRESHW_F,NLD,2
CRITICAL_IND,AMPHIBIAN,NLD,2
CRITICAL_IND,FISH_TOT,NLD,4
CRITICAL_IND,MARINE_F,NLD,3
CRITICAL_IND,FRESHW_F,NLD,1
VULNERABLE_IND,FISH_TOT,NLD,14
VULNERABLE_IND,MARINE_F,NLD,4
VULNERABLE_IND,FRESHW_F,NLD,10
THREATENED_IND,FISH_TOT,NLD,23
THREATENED_IND,MARINE_F,NLD,10
THREATENED_IND,FRESHW_F,NLD,13
THREAT_PERCENT,MAMMAL,NLD,20.755
THREAT_PERCENT,BIRD,NLD,23.81
THREAT_PERCENT,REPTILE,NLD,71.429
THREAT_PERCENT,AMPHIBIAN,NLD,43.75
THREAT_PERCENT,VASCULAR_PLANT,NLD,25.52
THREAT_PERCENT,FISH_TOT,NLD,23.711
THREAT_PERCENT,MARINE_F,NLD,17.544
THREAT_PERCENT,FRESHW_F,NLD,32.5
IND_PERCENT,FISH_TOT,NLD,23.711
IND_PERCENT,MARINE_F,NLD,17.544
IND_PERCENT,FRESHW_F,NLD,32.5
TOT_KNOWN,FRESHW_F,NZL,75
TOT_KNOWN_IND,FRESHW_F,NZL,54
ENDANGERED_IND,FRESHW_F,NZL,6
CRITICAL_IND,FRESHW_F,NZL,4
VULNERABLE_IND,FRESHW_F,NZL,12
THREATENED_IND,MAMMAL,NZL,10
THREATENED_IND,BIRD,NZL,65
THREATENED_IND,REPTILE,NZL,37
THREATENED_IND,AMPHIBIAN,NZL,1
THREATENED_IND,VASCULAR_PLANT,NZL,328
THREATENED_IND,FRESHW_F,NZL,22
IND_PERCENT,MAMMAL,NZL,27.027
IND_PERCENT,BIRD,NZL,29.954
IND_PERCENT,REPTILE,NZL,34.906
IND_PERCENT,AMPHIBIAN,NZL,25
IND_PERCENT,VASCULAR_PLANT,NZL,13.199
IND_PERCENT,FRESHW_F,NZL,40.741
